# YEAR  MONTH   DAY HOUR    MINUTE  MLON    MLAT MLT
2003.00 11.00 20.00 16.00 8.00 136.00 67.50 20.68
2003.00 11.00 20.00 17.00 2.00 136.00 67.50 21.54
2003.00 11.00 20.00 17.00 5.00 136.00 67.50 21.58
2003.00 11.00 20.00 17.00 12.00 136.00 67.50 21.69
2003.00 11.00 20.00 17.00 14.00 136.00 67.50 21.73
2003.00 11.00 20.00 17.00 18.00 136.00 67.50 21.79
2003.00 11.00 20.00 17.00 21.00 136.00 67.50 21.84
2003.00 11.00 20.00 17.00 22.00 136.00 67.50 21.85
2003.00 11.00 20.00 17.00 36.00 136.00 67.50 22.08
2003.00 11.00 20.00 17.00 48.00 136.00 67.50 22.27
2003.00 11.00 20.00 18.00 7.00 136.00 67.50 22.57
2003.00 11.00 20.00 18.00 30.00 136.00 67.50 22.93
2003.00 11.00 20.00 18.00 57.00 136.00 67.50 23.36
2003.00 11.00 20.00 19.00 0.00 136.00 67.50 23.41
2003.00 11.00 20.00 19.00 38.00 136.00 67.50 0.02
2003.00 11.00 20.00 20.00 19.00 136.00 67.50 0.67
2003.00 11.00 20.00 20.00 27.00 136.00 67.50 0.80
2003.00 11.00 20.00 13.00 13.00 138.50 67.50 18.06
2003.00 11.00 20.00 13.00 42.00 138.50 67.50 18.52
2003.00 11.00 20.00 15.00 24.00 138.50 67.50 20.14
2003.00 11.00 20.00 15.00 32.00 138.50 67.50 20.27
2003.00 11.00 20.00 15.00 33.00 138.50 67.50 20.29
2003.00 11.00 20.00 15.00 48.00 138.50 67.50 20.53
2003.00 11.00 20.00 15.00 57.00 138.50 67.50 20.67
2003.00 11.00 20.00 16.00 0.00 138.50 67.50 20.72
2003.00 11.00 20.00 16.00 4.00 138.50 67.50 20.78
2003.00 11.00 20.00 16.00 8.00 138.50 67.50 20.84
2003.00 11.00 20.00 16.00 43.00 138.50 67.50 21.40
2003.00 11.00 20.00 17.00 2.00 138.50 67.50 21.70
2003.00 11.00 20.00 17.00 5.00 138.50 67.50 21.75
2003.00 11.00 20.00 17.00 14.00 138.50 67.50 21.89
2003.00 11.00 20.00 17.00 18.00 138.50 67.50 21.96
2003.00 11.00 20.00 17.00 21.00 138.50 67.50 22.00
2003.00 11.00 20.00 17.00 22.00 138.50 67.50 22.02
2003.00 11.00 20.00 17.00 48.00 138.50 67.50 22.43
2003.00 11.00 20.00 17.00 49.00 138.50 67.50 22.45
2003.00 11.00 20.00 18.00 7.00 138.50 67.50 22.74
2003.00 11.00 20.00 18.00 30.00 138.50 67.50 23.10
2003.00 11.00 20.00 18.00 57.00 138.50 67.50 23.53
2003.00 11.00 20.00 19.00 0.00 138.50 67.50 23.58
2003.00 11.00 20.00 19.00 38.00 138.50 67.50 0.18
2003.00 11.00 20.00 20.00 21.00 138.50 67.50 0.87
2003.00 11.00 20.00 20.00 27.00 138.50 67.50 0.96
2003.00 11.00 20.00 8.00 11.00 141.00 67.50 13.28
2003.00 11.00 20.00 13.00 13.00 141.00 67.50 18.23
2003.00 11.00 20.00 13.00 42.00 141.00 67.50 18.69
2003.00 11.00 20.00 14.00 3.00 141.00 67.50 19.02
2003.00 11.00 20.00 15.00 24.00 141.00 67.50 20.31
2003.00 11.00 20.00 15.00 30.00 141.00 67.50 20.41
2003.00 11.00 20.00 15.00 32.00 141.00 67.50 20.44
2003.00 11.00 20.00 15.00 33.00 141.00 67.50 20.45
2003.00 11.00 20.00 15.00 34.00 141.00 67.50 20.47
2003.00 11.00 20.00 15.00 48.00 141.00 67.50 20.69
2003.00 11.00 20.00 15.00 57.00 141.00 67.50 20.84
2003.00 11.00 20.00 16.00 0.00 141.00 67.50 20.88
2003.00 11.00 20.00 16.00 8.00 141.00 67.50 21.01
2003.00 11.00 20.00 16.00 14.00 141.00 67.50 21.11
2003.00 11.00 20.00 16.00 43.00 141.00 67.50 21.57
2003.00 11.00 20.00 17.00 2.00 141.00 67.50 21.87
2003.00 11.00 20.00 17.00 18.00 141.00 67.50 22.12
2003.00 11.00 20.00 17.00 21.00 141.00 67.50 22.17
2003.00 11.00 20.00 17.00 22.00 141.00 67.50 22.19
2003.00 11.00 20.00 17.00 48.00 141.00 67.50 22.60
2003.00 11.00 20.00 17.00 49.00 141.00 67.50 22.62
2003.00 11.00 20.00 17.00 56.00 141.00 67.50 22.73
2003.00 11.00 20.00 18.00 7.00 141.00 67.50 22.90
2003.00 11.00 20.00 18.00 8.00 141.00 67.50 22.92
2003.00 11.00 20.00 18.00 36.00 141.00 67.50 23.36
2003.00 11.00 20.00 18.00 57.00 141.00 67.50 23.70
2003.00 11.00 20.00 19.00 38.00 141.00 67.50 0.35
2003.00 11.00 20.00 20.00 21.00 141.00 67.50 1.03
2003.00 11.00 20.00 20.00 27.00 141.00 67.50 1.13
2003.00 11.00 20.00 8.00 11.00 143.50 67.50 13.45
2003.00 11.00 20.00 13.00 42.00 143.50 67.50 18.85
2003.00 11.00 20.00 14.00 3.00 143.50 67.50 19.19
2003.00 11.00 20.00 15.00 8.00 143.50 67.50 20.22
2003.00 11.00 20.00 15.00 24.00 143.50 67.50 20.48
2003.00 11.00 20.00 15.00 25.00 143.50 67.50 20.49
2003.00 11.00 20.00 15.00 30.00 143.50 67.50 20.57
2003.00 11.00 20.00 15.00 33.00 143.50 67.50 20.62
2003.00 11.00 20.00 15.00 34.00 143.50 67.50 20.64
2003.00 11.00 20.00 15.00 40.00 143.50 67.50 20.73
2003.00 11.00 20.00 15.00 48.00 143.50 67.50 20.86
2003.00 11.00 20.00 15.00 49.00 143.50 67.50 20.87
2003.00 11.00 20.00 15.00 57.00 143.50 67.50 21.00
2003.00 11.00 20.00 16.00 0.00 143.50 67.50 21.05
2003.00 11.00 20.00 16.00 14.00 143.50 67.50 21.27
2003.00 11.00 20.00 16.00 43.00 143.50 67.50 21.73
2003.00 11.00 20.00 17.00 18.00 143.50 67.50 22.29
2003.00 11.00 20.00 17.00 21.00 143.50 67.50 22.34
2003.00 11.00 20.00 17.00 48.00 143.50 67.50 22.77
2003.00 11.00 20.00 17.00 49.00 143.50 67.50 22.78
2003.00 11.00 20.00 17.00 56.00 143.50 67.50 22.89
2003.00 11.00 20.00 18.00 7.00 143.50 67.50 23.07
2003.00 11.00 20.00 18.00 8.00 143.50 67.50 23.08
2003.00 11.00 20.00 18.00 36.00 143.50 67.50 23.53
2003.00 11.00 20.00 18.00 57.00 143.50 67.50 23.86
2003.00 11.00 20.00 19.00 25.00 143.50 67.50 0.31
2003.00 11.00 20.00 19.00 26.00 143.50 67.50 0.33
2003.00 11.00 20.00 19.00 38.00 143.50 67.50 0.52
2003.00 11.00 20.00 20.00 0.00 143.50 67.50 0.87
2003.00 11.00 20.00 20.00 21.00 143.50 67.50 1.20
2003.00 11.00 20.00 20.00 27.00 143.50 67.50 1.30
2003.00 11.00 20.00 8.00 11.00 146.00 67.50 13.61
2003.00 11.00 20.00 13.00 30.00 146.00 67.50 18.83
2003.00 11.00 20.00 13.00 40.00 146.00 67.50 18.99
2003.00 11.00 20.00 13.00 42.00 146.00 67.50 19.02
2003.00 11.00 20.00 14.00 3.00 146.00 67.50 19.36
2003.00 11.00 20.00 14.00 9.00 146.00 67.50 19.45
2003.00 11.00 20.00 15.00 22.00 146.00 67.50 20.61
2003.00 11.00 20.00 15.00 24.00 146.00 67.50 20.64
2003.00 11.00 20.00 15.00 25.00 146.00 67.50 20.66
2003.00 11.00 20.00 15.00 29.00 146.00 67.50 20.72
2003.00 11.00 20.00 15.00 30.00 146.00 67.50 20.74
2003.00 11.00 20.00 15.00 33.00 146.00 67.50 20.79
2003.00 11.00 20.00 15.00 34.00 146.00 67.50 20.80
2003.00 11.00 20.00 15.00 40.00 146.00 67.50 20.90
2003.00 11.00 20.00 15.00 48.00 146.00 67.50 21.03
2003.00 11.00 20.00 15.00 49.00 146.00 67.50 21.04
2003.00 11.00 20.00 16.00 14.00 146.00 67.50 21.44
2003.00 11.00 20.00 16.00 28.00 146.00 67.50 21.66
2003.00 11.00 20.00 16.00 43.00 146.00 67.50 21.90
2003.00 11.00 20.00 16.00 44.00 146.00 67.50 21.92
2003.00 11.00 20.00 17.00 18.00 146.00 67.50 22.46
2003.00 11.00 20.00 17.00 21.00 146.00 67.50 22.50
2003.00 11.00 20.00 17.00 40.00 146.00 67.50 22.81
2003.00 11.00 20.00 17.00 48.00 146.00 67.50 22.93
2003.00 11.00 20.00 17.00 49.00 146.00 67.50 22.95
2003.00 11.00 20.00 17.00 56.00 146.00 67.50 23.06
2003.00 11.00 20.00 18.00 7.00 146.00 67.50 23.24
2003.00 11.00 20.00 18.00 32.00 146.00 67.50 23.63
2003.00 11.00 20.00 18.00 33.00 146.00 67.50 23.65
2003.00 11.00 20.00 18.00 36.00 146.00 67.50 23.70
2003.00 11.00 20.00 18.00 39.00 146.00 67.50 23.74
2003.00 11.00 20.00 18.00 57.00 146.00 67.50 0.03
2003.00 11.00 20.00 19.00 25.00 146.00 67.50 0.48
2003.00 11.00 20.00 19.00 26.00 146.00 67.50 0.49
2003.00 11.00 20.00 19.00 35.00 146.00 67.50 0.63
2003.00 11.00 20.00 19.00 38.00 146.00 67.50 0.68
2003.00 11.00 20.00 20.00 0.00 146.00 67.50 1.03
2003.00 11.00 20.00 20.00 27.00 146.00 67.50 1.46
2003.00 11.00 20.00 8.00 11.00 148.50 67.50 13.78
2003.00 11.00 20.00 13.00 30.00 148.50 67.50 19.00
2003.00 11.00 20.00 13.00 37.00 148.50 67.50 19.11
2003.00 11.00 20.00 13.00 40.00 148.50 67.50 19.16
2003.00 11.00 20.00 13.00 42.00 148.50 67.50 19.19
2003.00 11.00 20.00 14.00 3.00 148.50 67.50 19.52
2003.00 11.00 20.00 14.00 9.00 148.50 67.50 19.62
2003.00 11.00 20.00 14.00 10.00 148.50 67.50 19.63
2003.00 11.00 20.00 14.00 23.00 148.50 67.50 19.84
2003.00 11.00 20.00 15.00 22.00 148.50 67.50 20.78
2003.00 11.00 20.00 15.00 24.00 148.50 67.50 20.81
2003.00 11.00 20.00 15.00 25.00 148.50 67.50 20.83
2003.00 11.00 20.00 15.00 29.00 148.50 67.50 20.89
2003.00 11.00 20.00 15.00 30.00 148.50 67.50 20.91
2003.00 11.00 20.00 15.00 33.00 148.50 67.50 20.95
2003.00 11.00 20.00 15.00 34.00 148.50 67.50 20.97
2003.00 11.00 20.00 15.00 48.00 148.50 67.50 21.19
2003.00 11.00 20.00 16.00 14.00 148.50 67.50 21.61
2003.00 11.00 20.00 16.00 28.00 148.50 67.50 21.83
2003.00 11.00 20.00 16.00 30.00 148.50 67.50 21.86
2003.00 11.00 20.00 16.00 38.00 148.50 67.50 21.99
2003.00 11.00 20.00 16.00 43.00 148.50 67.50 22.07
2003.00 11.00 20.00 16.00 44.00 148.50 67.50 22.08
2003.00 11.00 20.00 17.00 21.00 148.50 67.50 22.67
2003.00 11.00 20.00 17.00 40.00 148.50 67.50 22.97
2003.00 11.00 20.00 17.00 48.00 148.50 67.50 23.10
2003.00 11.00 20.00 17.00 56.00 148.50 67.50 23.23
2003.00 11.00 20.00 18.00 7.00 148.50 67.50 23.40
2003.00 11.00 20.00 18.00 32.00 148.50 67.50 23.80
2003.00 11.00 20.00 18.00 39.00 148.50 67.50 23.91
2003.00 11.00 20.00 18.00 57.00 148.50 67.50 0.20
2003.00 11.00 20.00 19.00 18.00 148.50 67.50 0.53
2003.00 11.00 20.00 19.00 25.00 148.50 67.50 0.64
2003.00 11.00 20.00 19.00 26.00 148.50 67.50 0.66
2003.00 11.00 20.00 19.00 35.00 148.50 67.50 0.80
2003.00 11.00 20.00 19.00 38.00 148.50 67.50 0.85
2003.00 11.00 20.00 20.00 0.00 148.50 67.50 1.20
2003.00 11.00 20.00 20.00 27.00 148.50 67.50 1.63
2003.00 11.00 20.00 8.00 11.00 151.00 67.50 13.95
2003.00 11.00 20.00 13.00 15.00 151.00 67.50 18.92
2003.00 11.00 20.00 13.00 30.00 151.00 67.50 19.16
2003.00 11.00 20.00 13.00 37.00 151.00 67.50 19.28
2003.00 11.00 20.00 13.00 42.00 151.00 67.50 19.35
2003.00 11.00 20.00 14.00 3.00 151.00 67.50 19.69
2003.00 11.00 20.00 14.00 9.00 151.00 67.50 19.78
2003.00 11.00 20.00 14.00 14.00 151.00 67.50 19.86
2003.00 11.00 20.00 14.00 23.00 151.00 67.50 20.01
2003.00 11.00 20.00 14.00 25.00 151.00 67.50 20.04
2003.00 11.00 20.00 14.00 44.00 151.00 67.50 20.34
2003.00 11.00 20.00 14.00 52.00 151.00 67.50 20.47
2003.00 11.00 20.00 15.00 10.00 151.00 67.50 20.75
2003.00 11.00 20.00 15.00 22.00 151.00 67.50 20.95
2003.00 11.00 20.00 15.00 24.00 151.00 67.50 20.98
2003.00 11.00 20.00 15.00 25.00 151.00 67.50 20.99
2003.00 11.00 20.00 15.00 29.00 151.00 67.50 21.06
2003.00 11.00 20.00 15.00 48.00 151.00 67.50 21.36
2003.00 11.00 20.00 16.00 14.00 151.00 67.50 21.77
2003.00 11.00 20.00 16.00 25.00 151.00 67.50 21.95
2003.00 11.00 20.00 16.00 28.00 151.00 67.50 21.99
2003.00 11.00 20.00 16.00 30.00 151.00 67.50 22.03
2003.00 11.00 20.00 16.00 38.00 151.00 67.50 22.15
2003.00 11.00 20.00 16.00 44.00 151.00 67.50 22.25
2003.00 11.00 20.00 17.00 21.00 151.00 67.50 22.84
2003.00 11.00 20.00 17.00 40.00 151.00 67.50 23.14
2003.00 11.00 20.00 18.00 7.00 151.00 67.50 23.57
2003.00 11.00 20.00 18.00 32.00 151.00 67.50 23.97
2003.00 11.00 20.00 18.00 39.00 151.00 67.50 0.08
2003.00 11.00 20.00 18.00 53.00 151.00 67.50 0.30
2003.00 11.00 20.00 18.00 57.00 151.00 67.50 0.36
2003.00 11.00 20.00 19.00 18.00 151.00 67.50 0.70
2003.00 11.00 20.00 19.00 26.00 151.00 67.50 0.83
2003.00 11.00 20.00 19.00 35.00 151.00 67.50 0.97
2003.00 11.00 20.00 19.00 38.00 151.00 67.50 1.02
2003.00 11.00 20.00 20.00 34.00 151.00 67.50 1.91
2003.00 11.00 20.00 13.00 15.00 153.50 67.50 19.09
2003.00 11.00 20.00 13.00 29.00 153.50 67.50 19.31
2003.00 11.00 20.00 13.00 30.00 153.50 67.50 19.33
2003.00 11.00 20.00 13.00 37.00 153.50 67.50 19.44
2003.00 11.00 20.00 13.00 42.00 153.50 67.50 19.52
2003.00 11.00 20.00 14.00 3.00 153.50 67.50 19.86
2003.00 11.00 20.00 14.00 14.00 153.50 67.50 20.03
2003.00 11.00 20.00 14.00 23.00 153.50 67.50 20.17
2003.00 11.00 20.00 14.00 25.00 153.50 67.50 20.21
2003.00 11.00 20.00 14.00 44.00 153.50 67.50 20.51
2003.00 11.00 20.00 14.00 52.00 153.50 67.50 20.63
2003.00 11.00 20.00 15.00 14.00 153.50 67.50 20.98
2003.00 11.00 20.00 15.00 24.00 153.50 67.50 21.14
2003.00 11.00 20.00 15.00 25.00 153.50 67.50 21.16
2003.00 11.00 20.00 15.00 29.00 153.50 67.50 21.22
2003.00 11.00 20.00 15.00 48.00 153.50 67.50 21.53
2003.00 11.00 20.00 16.00 14.00 153.50 67.50 21.94
2003.00 11.00 20.00 16.00 25.00 153.50 67.50 22.11
2003.00 11.00 20.00 16.00 28.00 153.50 67.50 22.16
2003.00 11.00 20.00 16.00 30.00 153.50 67.50 22.19
2003.00 11.00 20.00 16.00 38.00 153.50 67.50 22.32
2003.00 11.00 20.00 17.00 21.00 153.50 67.50 23.00
2003.00 11.00 20.00 17.00 37.00 153.50 67.50 23.26
2003.00 11.00 20.00 17.00 40.00 153.50 67.50 23.31
2003.00 11.00 20.00 18.00 7.00 153.50 67.50 23.74
2003.00 11.00 20.00 18.00 30.00 153.50 67.50 0.10
2003.00 11.00 20.00 18.00 39.00 153.50 67.50 0.24
2003.00 11.00 20.00 18.00 53.00 153.50 67.50 0.47
2003.00 11.00 20.00 18.00 57.00 153.50 67.50 0.53
2003.00 11.00 20.00 19.00 18.00 153.50 67.50 0.86
2003.00 11.00 20.00 19.00 35.00 153.50 67.50 1.13
2003.00 11.00 20.00 19.00 38.00 153.50 67.50 1.18
2003.00 11.00 20.00 20.00 8.00 153.50 67.50 1.66
2003.00 11.00 20.00 20.00 28.00 153.50 67.50 1.98
2003.00 11.00 20.00 20.00 34.00 153.50 67.50 2.08
2003.00 11.00 20.00 13.00 15.00 156.00 67.50 19.26
2003.00 11.00 20.00 13.00 29.00 156.00 67.50 19.48
2003.00 11.00 20.00 13.00 30.00 156.00 67.50 19.50
2003.00 11.00 20.00 13.00 37.00 156.00 67.50 19.61
2003.00 11.00 20.00 13.00 42.00 156.00 67.50 19.69
2003.00 11.00 20.00 14.00 3.00 156.00 67.50 20.02
2003.00 11.00 20.00 14.00 14.00 156.00 67.50 20.20
2003.00 11.00 20.00 14.00 23.00 156.00 67.50 20.34
2003.00 11.00 20.00 14.00 25.00 156.00 67.50 20.37
2003.00 11.00 20.00 14.00 44.00 156.00 67.50 20.67
2003.00 11.00 20.00 14.00 52.00 156.00 67.50 20.80
2003.00 11.00 20.00 15.00 14.00 156.00 67.50 21.15
2003.00 11.00 20.00 15.00 29.00 156.00 67.50 21.39
2003.00 11.00 20.00 16.00 14.00 156.00 67.50 22.11
2003.00 11.00 20.00 16.00 25.00 156.00 67.50 22.28
2003.00 11.00 20.00 16.00 28.00 156.00 67.50 22.33
2003.00 11.00 20.00 16.00 30.00 156.00 67.50 22.36
2003.00 11.00 20.00 17.00 21.00 156.00 67.50 23.17
2003.00 11.00 20.00 17.00 37.00 156.00 67.50 23.43
2003.00 11.00 20.00 17.00 52.00 156.00 67.50 23.66
2003.00 11.00 20.00 18.00 7.00 156.00 67.50 23.90
2003.00 11.00 20.00 18.00 30.00 156.00 67.50 0.27
2003.00 11.00 20.00 18.00 35.00 156.00 67.50 0.35
2003.00 11.00 20.00 18.00 39.00 156.00 67.50 0.41
2003.00 11.00 20.00 18.00 53.00 156.00 67.50 0.63
2003.00 11.00 20.00 18.00 57.00 156.00 67.50 0.70
2003.00 11.00 20.00 19.00 14.00 156.00 67.50 0.97
2003.00 11.00 20.00 19.00 18.00 156.00 67.50 1.03
2003.00 11.00 20.00 19.00 35.00 156.00 67.50 1.30
2003.00 11.00 20.00 19.00 38.00 156.00 67.50 1.35
2003.00 11.00 20.00 20.00 1.00 156.00 67.50 1.72
2003.00 11.00 20.00 20.00 8.00 156.00 67.50 1.83
2003.00 11.00 20.00 20.00 27.00 156.00 67.50 2.13
2003.00 11.00 20.00 20.00 38.00 156.00 67.50 2.31
2003.00 11.00 20.00 13.00 15.00 158.50 67.50 19.42
2003.00 11.00 20.00 13.00 29.00 158.50 67.50 19.65
2003.00 11.00 20.00 13.00 30.00 158.50 67.50 19.66
2003.00 11.00 20.00 13.00 37.00 158.50 67.50 19.78
2003.00 11.00 20.00 13.00 42.00 158.50 67.50 19.85
2003.00 11.00 20.00 14.00 14.00 158.50 67.50 20.36
2003.00 11.00 20.00 14.00 25.00 158.50 67.50 20.54
2003.00 11.00 20.00 14.00 44.00 158.50 67.50 20.84
2003.00 11.00 20.00 15.00 14.00 158.50 67.50 21.32
2003.00 11.00 20.00 16.00 6.00 158.50 67.50 22.14
2003.00 11.00 20.00 16.00 25.00 158.50 67.50 22.45
2003.00 11.00 20.00 16.00 28.00 158.50 67.50 22.49
2003.00 11.00 20.00 16.00 30.00 158.50 67.50 22.53
2003.00 11.00 20.00 17.00 12.00 158.50 67.50 23.19
2003.00 11.00 20.00 17.00 21.00 158.50 67.50 23.34
2003.00 11.00 20.00 17.00 37.00 158.50 67.50 23.59
2003.00 11.00 20.00 18.00 7.00 158.50 67.50 0.07
2003.00 11.00 20.00 18.00 39.00 158.50 67.50 0.58
2003.00 11.00 20.00 18.00 55.00 158.50 67.50 0.83
2003.00 11.00 20.00 18.00 57.00 158.50 67.50 0.86
2003.00 11.00 20.00 19.00 4.00 158.50 67.50 0.98
2003.00 11.00 20.00 19.00 18.00 158.50 67.50 1.20
2003.00 11.00 20.00 19.00 38.00 158.50 67.50 1.52
2003.00 11.00 20.00 20.00 1.00 158.50 67.50 1.88
2003.00 11.00 20.00 20.00 8.00 158.50 67.50 1.99
2003.00 11.00 20.00 20.00 38.00 158.50 67.50 2.47
2003.00 11.00 20.00 12.00 58.00 161.00 67.50 19.32
2003.00 11.00 20.00 13.00 15.00 161.00 67.50 19.59
2003.00 11.00 20.00 13.00 30.00 161.00 67.50 19.83
2003.00 11.00 20.00 13.00 31.00 161.00 67.50 19.85
2003.00 11.00 20.00 13.00 37.00 161.00 67.50 19.94
2003.00 11.00 20.00 13.00 41.00 161.00 67.50 20.01
2003.00 11.00 20.00 14.00 14.00 161.00 67.50 20.53
2003.00 11.00 20.00 14.00 25.00 161.00 67.50 20.71
2003.00 11.00 20.00 15.00 14.00 161.00 67.50 21.48
2003.00 11.00 20.00 15.00 40.00 161.00 67.50 21.90
2003.00 11.00 20.00 16.00 6.00 161.00 67.50 22.31
2003.00 11.00 20.00 16.00 30.00 161.00 67.50 22.69
2003.00 11.00 20.00 16.00 42.00 161.00 67.50 22.88
2003.00 11.00 20.00 17.00 12.00 161.00 67.50 23.36
2003.00 11.00 20.00 17.00 24.00 161.00 67.50 23.55
2003.00 11.00 20.00 17.00 37.00 161.00 67.50 23.76
2003.00 11.00 20.00 18.00 39.00 161.00 67.50 0.74
2003.00 11.00 20.00 18.00 55.00 161.00 67.50 1.00
2003.00 11.00 20.00 18.00 57.00 161.00 67.50 1.03
2003.00 11.00 20.00 19.00 4.00 161.00 67.50 1.14
2003.00 11.00 20.00 19.00 36.00 161.00 67.50 1.65
2003.00 11.00 20.00 20.00 1.00 161.00 67.50 2.05
2003.00 11.00 20.00 20.00 8.00 161.00 67.50 2.16
2003.00 11.00 20.00 20.00 19.00 161.00 67.50 2.34
2003.00 11.00 20.00 12.00 58.00 163.50 67.50 19.49
2003.00 11.00 20.00 13.00 13.00 163.50 67.50 19.73
2003.00 11.00 20.00 13.00 15.00 163.50 67.50 19.76
2003.00 11.00 20.00 13.00 31.00 163.50 67.50 20.01
2003.00 11.00 20.00 13.00 41.00 163.50 67.50 20.17
2003.00 11.00 20.00 14.00 14.00 163.50 67.50 20.70
2003.00 11.00 20.00 15.00 14.00 163.50 67.50 21.65
2003.00 11.00 20.00 15.00 40.00 163.50 67.50 22.06
2003.00 11.00 20.00 15.00 41.00 163.50 67.50 22.08
2003.00 11.00 20.00 15.00 42.00 163.50 67.50 22.10
2003.00 11.00 20.00 16.00 30.00 163.50 67.50 22.86
2003.00 11.00 20.00 16.00 42.00 163.50 67.50 23.05
2003.00 11.00 20.00 17.00 12.00 163.50 67.50 23.53
2003.00 11.00 20.00 17.00 37.00 163.50 67.50 23.93
2003.00 11.00 20.00 18.00 31.00 163.50 67.50 0.78
2003.00 11.00 20.00 18.00 36.00 163.50 67.50 0.86
2003.00 11.00 20.00 18.00 55.00 163.50 67.50 1.17
2003.00 11.00 20.00 19.00 4.00 163.50 67.50 1.31
2003.00 11.00 20.00 19.00 31.00 163.50 67.50 1.74
2003.00 11.00 20.00 19.00 36.00 163.50 67.50 1.82
2003.00 11.00 20.00 20.00 1.00 163.50 67.50 2.22
2003.00 11.00 20.00 20.00 19.00 163.50 67.50 2.50
2003.00 11.00 20.00 12.00 58.00 166.00 67.50 19.65
2003.00 11.00 20.00 13.00 13.00 166.00 67.50 19.89
2003.00 11.00 20.00 13.00 15.00 166.00 67.50 19.92
2003.00 11.00 20.00 13.00 31.00 166.00 67.50 20.18
2003.00 11.00 20.00 14.00 14.00 166.00 67.50 20.86
2003.00 11.00 20.00 15.00 14.00 166.00 67.50 21.82
2003.00 11.00 20.00 15.00 39.00 166.00 67.50 22.22
2003.00 11.00 20.00 15.00 41.00 166.00 67.50 22.25
2003.00 11.00 20.00 15.00 42.00 166.00 67.50 22.26
2003.00 11.00 20.00 16.00 30.00 166.00 67.50 23.03
2003.00 11.00 20.00 16.00 42.00 166.00 67.50 23.22
2003.00 11.00 20.00 17.00 12.00 166.00 67.50 23.69
2003.00 11.00 20.00 17.00 37.00 166.00 67.50 0.09
2003.00 11.00 20.00 18.00 31.00 166.00 67.50 0.95
2003.00 11.00 20.00 18.00 36.00 166.00 67.50 1.03
2003.00 11.00 20.00 18.00 55.00 166.00 67.50 1.33
2003.00 11.00 20.00 18.00 56.00 166.00 67.50 1.35
2003.00 11.00 20.00 19.00 4.00 166.00 67.50 1.48
2003.00 11.00 20.00 19.00 9.00 166.00 67.50 1.55
2003.00 11.00 20.00 19.00 19.00 166.00 67.50 1.71
2003.00 11.00 20.00 19.00 36.00 166.00 67.50 1.98
2003.00 11.00 20.00 20.00 1.00 166.00 67.50 2.38
2003.00 11.00 20.00 12.00 9.00 168.50 67.50 19.04
2003.00 11.00 20.00 12.00 44.00 168.50 67.50 19.60
2003.00 11.00 20.00 12.00 47.00 168.50 67.50 19.64
2003.00 11.00 20.00 12.00 58.00 168.50 67.50 19.82
2003.00 11.00 20.00 13.00 8.00 168.50 67.50 19.98
2003.00 11.00 20.00 13.00 13.00 168.50 67.50 20.06
2003.00 11.00 20.00 13.00 15.00 168.50 67.50 20.09
2003.00 11.00 20.00 13.00 31.00 168.50 67.50 20.35
2003.00 11.00 20.00 14.00 51.00 168.50 67.50 21.62
2003.00 11.00 20.00 15.00 14.00 168.50 67.50 21.98
2003.00 11.00 20.00 15.00 39.00 168.50 67.50 22.38
2003.00 11.00 20.00 15.00 41.00 168.50 67.50 22.41
2003.00 11.00 20.00 16.00 29.00 168.50 67.50 23.18
2003.00 11.00 20.00 16.00 42.00 168.50 67.50 23.38
2003.00 11.00 20.00 16.00 45.00 168.50 67.50 23.43
2003.00 11.00 20.00 17.00 12.00 168.50 67.50 23.86
2003.00 11.00 20.00 18.00 31.00 168.50 67.50 1.12
2003.00 11.00 20.00 18.00 36.00 168.50 67.50 1.20
2003.00 11.00 20.00 18.00 56.00 168.50 67.50 1.51
2003.00 11.00 20.00 19.00 4.00 168.50 67.50 1.64
2003.00 11.00 20.00 19.00 13.00 168.50 67.50 1.78
2003.00 11.00 20.00 19.00 16.00 168.50 67.50 1.83
2003.00 11.00 20.00 19.00 19.00 168.50 67.50 1.88
2003.00 11.00 20.00 20.00 1.00 168.50 67.50 2.55
2003.00 11.00 20.00 12.00 9.00 171.00 67.50 19.20
2003.00 11.00 20.00 12.00 44.00 171.00 67.50 19.76
2003.00 11.00 20.00 12.00 45.00 171.00 67.50 19.78
2003.00 11.00 20.00 13.00 13.00 171.00 67.50 20.23
2003.00 11.00 20.00 13.00 31.00 171.00 67.50 20.51
2003.00 11.00 20.00 14.00 51.00 171.00 67.50 21.79
2003.00 11.00 20.00 15.00 14.00 171.00 67.50 22.15
2003.00 11.00 20.00 16.00 3.00 171.00 67.50 22.93
2003.00 11.00 20.00 16.00 29.00 171.00 67.50 23.34
2003.00 11.00 20.00 16.00 42.00 171.00 67.50 23.55
2003.00 11.00 20.00 16.00 43.00 171.00 67.50 23.57
2003.00 11.00 20.00 16.00 45.00 171.00 67.50 23.60
2003.00 11.00 20.00 17.00 12.00 171.00 67.50 0.03
2003.00 11.00 20.00 18.00 31.00 171.00 67.50 1.28
2003.00 11.00 20.00 18.00 36.00 171.00 67.50 1.36
2003.00 11.00 20.00 19.00 13.00 171.00 67.50 1.95
2003.00 11.00 20.00 19.00 16.00 171.00 67.50 2.00
2003.00 11.00 20.00 19.00 19.00 171.00 67.50 2.05
2003.00 11.00 20.00 20.00 1.00 171.00 67.50 2.72
2003.00 11.00 20.00 11.00 59.00 173.50 67.50 19.21
2003.00 11.00 20.00 12.00 9.00 173.50 67.50 19.37
