# YEAR  MONTH   DAY HOUR    MINUTE  MLON    MLAT MLT
2003.00 11.00 20.00 18.00 11.00 176.00 60.00 1.30
2003.00 11.00 20.00 18.00 12.00 176.00 60.00 1.31
2003.00 11.00 20.00 18.00 15.00 176.00 60.00 1.36
2003.00 11.00 20.00 18.00 39.00 176.00 60.00 1.74
2003.00 11.00 20.00 18.00 57.00 176.00 60.00 2.03
2003.00 11.00 20.00 18.00 58.00 176.00 60.00 2.05
2003.00 11.00 20.00 18.00 59.00 176.00 60.00 2.06
2003.00 11.00 20.00 19.00 1.00 176.00 60.00 2.09
2003.00 11.00 20.00 19.00 12.00 176.00 60.00 2.27
2003.00 11.00 20.00 19.00 19.00 176.00 60.00 2.38
2003.00 11.00 20.00 19.00 31.00 176.00 60.00 2.57
2003.00 11.00 20.00 19.00 46.00 176.00 60.00 2.81
2003.00 11.00 20.00 19.00 49.00 176.00 60.00 2.86
2003.00 11.00 20.00 19.00 50.00 176.00 60.00 2.87
2003.00 11.00 20.00 7.00 0.00 178.50 60.00 14.55
2003.00 11.00 20.00 12.00 54.00 178.50 60.00 20.42
2003.00 11.00 20.00 14.00 52.00 178.50 60.00 22.30
2003.00 11.00 20.00 14.00 57.00 178.50 60.00 22.38
2003.00 11.00 20.00 15.00 12.00 178.50 60.00 22.62
2003.00 11.00 20.00 15.00 15.00 178.50 60.00 22.67
2003.00 11.00 20.00 16.00 21.00 178.50 60.00 23.72
2003.00 11.00 20.00 16.00 29.00 178.50 60.00 23.84
2003.00 11.00 20.00 16.00 35.00 178.50 60.00 23.94
2003.00 11.00 20.00 16.00 51.00 178.50 60.00 0.19
2003.00 11.00 20.00 17.00 23.00 178.50 60.00 0.70
2003.00 11.00 20.00 17.00 25.00 178.50 60.00 0.73
2003.00 11.00 20.00 17.00 26.00 178.50 60.00 0.75
2003.00 11.00 20.00 17.00 33.00 178.50 60.00 0.86
2003.00 11.00 20.00 17.00 34.00 178.50 60.00 0.88
2003.00 11.00 20.00 17.00 51.00 178.50 60.00 1.15
2003.00 11.00 20.00 17.00 52.00 178.50 60.00 1.16
2003.00 11.00 20.00 18.00 6.00 178.50 60.00 1.39
2003.00 11.00 20.00 18.00 7.00 178.50 60.00 1.40
2003.00 11.00 20.00 18.00 11.00 178.50 60.00 1.47
2003.00 11.00 20.00 18.00 12.00 178.50 60.00 1.48
2003.00 11.00 20.00 18.00 15.00 178.50 60.00 1.53
2003.00 11.00 20.00 18.00 39.00 178.50 60.00 1.91
2003.00 11.00 20.00 18.00 58.00 178.50 60.00 2.21
2003.00 11.00 20.00 18.00 59.00 178.50 60.00 2.23
2003.00 11.00 20.00 19.00 1.00 178.50 60.00 2.26
2003.00 11.00 20.00 19.00 12.00 178.50 60.00 2.44
2003.00 11.00 20.00 19.00 19.00 178.50 60.00 2.55
2003.00 11.00 20.00 19.00 31.00 178.50 60.00 2.74
2003.00 11.00 20.00 19.00 41.00 178.50 60.00 2.90
2003.00 11.00 20.00 19.00 49.00 178.50 60.00 3.02
2003.00 11.00 20.00 19.00 50.00 178.50 60.00 3.04
2003.00 11.00 20.00 7.00 0.00 181.00 60.00 14.71
2003.00 11.00 20.00 11.00 44.00 181.00 60.00 19.47
2003.00 11.00 20.00 14.00 57.00 181.00 60.00 22.55
2003.00 11.00 20.00 15.00 2.00 181.00 60.00 22.63
2003.00 11.00 20.00 15.00 12.00 181.00 60.00 22.79
2003.00 11.00 20.00 15.00 15.00 181.00 60.00 22.83
2003.00 11.00 20.00 16.00 23.00 181.00 60.00 23.92
2003.00 11.00 20.00 16.00 34.00 181.00 60.00 0.09
2003.00 11.00 20.00 16.00 35.00 181.00 60.00 0.11
2003.00 11.00 20.00 16.00 44.00 181.00 60.00 0.25
2003.00 11.00 20.00 16.00 58.00 181.00 60.00 0.47
2003.00 11.00 20.00 17.00 21.00 181.00 60.00 0.84
2003.00 11.00 20.00 17.00 25.00 181.00 60.00 0.90
2003.00 11.00 20.00 17.00 26.00 181.00 60.00 0.92
2003.00 11.00 20.00 18.00 6.00 181.00 60.00 1.55
2003.00 11.00 20.00 18.00 11.00 181.00 60.00 1.63
2003.00 11.00 20.00 18.00 15.00 181.00 60.00 1.70
2003.00 11.00 20.00 18.00 35.00 181.00 60.00 2.01
2003.00 11.00 20.00 18.00 38.00 181.00 60.00 2.06
2003.00 11.00 20.00 18.00 39.00 181.00 60.00 2.08
2003.00 11.00 20.00 18.00 59.00 181.00 60.00 2.40
2003.00 11.00 20.00 19.00 41.00 181.00 60.00 3.06
2003.00 11.00 20.00 19.00 47.00 181.00 60.00 3.16
2003.00 11.00 20.00 19.00 49.00 181.00 60.00 3.19
2003.00 11.00 20.00 19.00 50.00 181.00 60.00 3.21
2003.00 11.00 20.00 7.00 0.00 183.50 60.00 14.88
2003.00 11.00 20.00 11.00 47.00 183.50 60.00 19.68
2003.00 11.00 20.00 15.00 2.00 183.50 60.00 22.79
2003.00 11.00 20.00 15.00 15.00 183.50 60.00 23.00
2003.00 11.00 20.00 16.00 23.00 183.50 60.00 0.08
2003.00 11.00 20.00 16.00 35.00 183.50 60.00 0.27
2003.00 11.00 20.00 16.00 44.00 183.50 60.00 0.42
2003.00 11.00 20.00 17.00 21.00 183.50 60.00 1.00
2003.00 11.00 20.00 18.00 6.00 183.50 60.00 1.72
2003.00 11.00 20.00 18.00 15.00 183.50 60.00 1.86
2003.00 11.00 20.00 18.00 35.00 183.50 60.00 2.18
2003.00 11.00 20.00 18.00 38.00 183.50 60.00 2.23
2003.00 11.00 20.00 18.00 39.00 183.50 60.00 2.24
2003.00 11.00 20.00 18.00 49.00 183.50 60.00 2.40
2003.00 11.00 20.00 19.00 20.00 183.50 60.00 2.90
2003.00 11.00 20.00 19.00 41.00 183.50 60.00 3.23
2003.00 11.00 20.00 19.00 49.00 183.50 60.00 3.36
2003.00 11.00 20.00 7.00 0.00 186.00 60.00 15.05
2003.00 11.00 20.00 11.00 47.00 186.00 60.00 19.85
2003.00 11.00 20.00 13.00 41.00 186.00 60.00 21.67
2003.00 11.00 20.00 14.00 59.00 186.00 60.00 22.91
2003.00 11.00 20.00 15.00 25.00 186.00 60.00 23.33
2003.00 11.00 20.00 16.00 44.00 186.00 60.00 0.58
2003.00 11.00 20.00 16.00 55.00 186.00 60.00 0.76
2003.00 11.00 20.00 17.00 17.00 186.00 60.00 1.11
2003.00 11.00 20.00 17.00 20.00 186.00 60.00 1.15
2003.00 11.00 20.00 17.00 40.00 186.00 60.00 1.47
2003.00 11.00 20.00 17.00 57.00 186.00 60.00 1.74
2003.00 11.00 20.00 18.00 15.00 186.00 60.00 2.03
2003.00 11.00 20.00 18.00 30.00 186.00 60.00 2.27
2003.00 11.00 20.00 18.00 38.00 186.00 60.00 2.39
2003.00 11.00 20.00 18.00 39.00 186.00 60.00 2.41
2003.00 11.00 20.00 18.00 49.00 186.00 60.00 2.57
2003.00 11.00 20.00 13.00 41.00 188.50 60.00 21.84
2003.00 11.00 20.00 14.00 59.00 188.50 60.00 23.08
2003.00 11.00 20.00 15.00 21.00 188.50 60.00 23.43
2003.00 11.00 20.00 15.00 25.00 188.50 60.00 23.49
2003.00 11.00 20.00 16.00 55.00 188.50 60.00 0.92
2003.00 11.00 20.00 16.00 56.00 188.50 60.00 0.94
2003.00 11.00 20.00 17.00 17.00 188.50 60.00 1.27
2003.00 11.00 20.00 17.00 20.00 188.50 60.00 1.32
2003.00 11.00 20.00 17.00 24.00 188.50 60.00 1.39
2003.00 11.00 20.00 17.00 32.00 188.50 60.00 1.51
2003.00 11.00 20.00 17.00 40.00 188.50 60.00 1.64
2003.00 11.00 20.00 17.00 41.00 188.50 60.00 1.66
2003.00 11.00 20.00 17.00 57.00 188.50 60.00 1.91
2003.00 11.00 20.00 18.00 15.00 188.50 60.00 2.20
2003.00 11.00 20.00 18.00 30.00 188.50 60.00 2.43
2003.00 11.00 20.00 18.00 38.00 188.50 60.00 2.56
2003.00 11.00 20.00 18.00 39.00 188.50 60.00 2.58
2003.00 11.00 20.00 18.00 49.00 188.50 60.00 2.74
2003.00 11.00 20.00 13.00 41.00 191.00 60.00 22.01
2003.00 11.00 20.00 14.00 59.00 191.00 60.00 23.25
2003.00 11.00 20.00 15.00 21.00 191.00 60.00 23.60
2003.00 11.00 20.00 15.00 25.00 191.00 60.00 23.66
2003.00 11.00 20.00 15.00 50.00 191.00 60.00 0.06
2003.00 11.00 20.00 15.00 52.00 191.00 60.00 0.09
2003.00 11.00 20.00 16.00 1.00 191.00 60.00 0.23
2003.00 11.00 20.00 16.00 22.00 191.00 60.00 0.57
2003.00 11.00 20.00 16.00 26.00 191.00 60.00 0.63
2003.00 11.00 20.00 16.00 53.00 191.00 60.00 1.06
2003.00 11.00 20.00 16.00 55.00 191.00 60.00 1.09
2003.00 11.00 20.00 16.00 56.00 191.00 60.00 1.11
2003.00 11.00 20.00 17.00 18.00 191.00 60.00 1.46
2003.00 11.00 20.00 17.00 20.00 191.00 60.00 1.49
2003.00 11.00 20.00 17.00 23.00 191.00 60.00 1.54
2003.00 11.00 20.00 17.00 24.00 191.00 60.00 1.55
2003.00 11.00 20.00 17.00 32.00 191.00 60.00 1.68
2003.00 11.00 20.00 17.00 37.00 191.00 60.00 1.76
2003.00 11.00 20.00 17.00 40.00 191.00 60.00 1.81
2003.00 11.00 20.00 17.00 57.00 191.00 60.00 2.08
2003.00 11.00 20.00 18.00 0.00 191.00 60.00 2.12
2003.00 11.00 20.00 18.00 38.00 191.00 60.00 2.73
2003.00 11.00 20.00 13.00 15.00 193.50 60.00 21.76
2003.00 11.00 20.00 13.00 41.00 193.50 60.00 22.17
2003.00 11.00 20.00 15.00 25.00 193.50 60.00 23.83
2003.00 11.00 20.00 15.00 50.00 193.50 60.00 0.22
2003.00 11.00 20.00 16.00 1.00 193.50 60.00 0.40
2003.00 11.00 20.00 16.00 22.00 193.50 60.00 0.73
2003.00 11.00 20.00 16.00 26.00 193.50 60.00 0.80
2003.00 11.00 20.00 16.00 57.00 193.50 60.00 1.29
2003.00 11.00 20.00 16.00 58.00 193.50 60.00 1.31
2003.00 11.00 20.00 17.00 23.00 193.50 60.00 1.70
2003.00 11.00 20.00 17.00 32.00 193.50 60.00 1.85
2003.00 11.00 20.00 17.00 37.00 193.50 60.00 1.93
2003.00 11.00 20.00 17.00 38.00 193.50 60.00 1.94
2003.00 11.00 20.00 17.00 40.00 193.50 60.00 1.97
2003.00 11.00 20.00 17.00 57.00 193.50 60.00 2.24
2003.00 11.00 20.00 18.00 0.00 193.50 60.00 2.29
2003.00 11.00 20.00 12.00 1.00 196.00 60.00 20.74
2003.00 11.00 20.00 13.00 15.00 196.00 60.00 21.92
2003.00 11.00 20.00 13.00 41.00 196.00 60.00 22.34
2003.00 11.00 20.00 15.00 40.00 196.00 60.00 0.23
2003.00 11.00 20.00 15.00 50.00 196.00 60.00 0.39
2003.00 11.00 20.00 16.00 1.00 196.00 60.00 0.57
2003.00 11.00 20.00 16.00 12.00 196.00 60.00 0.74
2003.00 11.00 20.00 16.00 13.00 196.00 60.00 0.76
2003.00 11.00 20.00 16.00 17.00 196.00 60.00 0.82
2003.00 11.00 20.00 16.00 26.00 196.00 60.00 0.96
2003.00 11.00 20.00 17.00 32.00 196.00 60.00 2.01
2003.00 11.00 20.00 18.00 8.00 196.00 60.00 2.58
2003.00 11.00 20.00 12.00 1.00 198.50 60.00 20.91
2003.00 11.00 20.00 13.00 41.00 198.50 60.00 22.51
2003.00 11.00 20.00 16.00 13.00 198.50 60.00 0.92
2003.00 11.00 20.00 16.00 42.00 198.50 60.00 1.38
2003.00 11.00 20.00 17.00 32.00 198.50 60.00 2.18
2003.00 11.00 20.00 12.00 1.00 201.00 60.00 21.08
2003.00 11.00 20.00 13.00 11.00 201.00 60.00 22.19
2003.00 11.00 20.00 13.00 13.00 201.00 60.00 22.23
2003.00 11.00 20.00 15.00 4.00 201.00 60.00 23.99
2003.00 11.00 20.00 15.00 11.00 201.00 60.00 0.10
2003.00 11.00 20.00 16.00 10.00 201.00 60.00 1.04
2003.00 11.00 20.00 16.00 37.00 201.00 60.00 1.47
2003.00 11.00 20.00 17.00 32.00 201.00 60.00 2.35
2003.00 11.00 20.00 18.00 10.00 201.00 60.00 2.95
2003.00 11.00 20.00 18.00 11.00 201.00 60.00 2.97
2003.00 11.00 20.00 13.00 11.00 203.50 60.00 22.36
2003.00 11.00 20.00 13.00 13.00 203.50 60.00 22.39
2003.00 11.00 20.00 14.00 13.00 203.50 60.00 23.35
2003.00 11.00 20.00 14.00 31.00 203.50 60.00 23.63
2003.00 11.00 20.00 15.00 4.00 203.50 60.00 0.16
2003.00 11.00 20.00 15.00 9.00 203.50 60.00 0.24
2003.00 11.00 20.00 16.00 11.00 203.50 60.00 1.22
2003.00 11.00 20.00 16.00 20.00 203.50 60.00 1.37
2003.00 11.00 20.00 16.00 21.00 203.50 60.00 1.38
2003.00 11.00 20.00 16.00 37.00 203.50 60.00 1.64
2003.00 11.00 20.00 18.00 3.00 203.50 60.00 3.01
2003.00 11.00 20.00 18.00 4.00 203.50 60.00 3.02
2003.00 11.00 20.00 18.00 10.00 203.50 60.00 3.12
2003.00 11.00 20.00 18.00 11.00 203.50 60.00 3.13
2003.00 11.00 20.00 13.00 11.00 206.00 60.00 22.53
2003.00 11.00 20.00 13.00 13.00 206.00 60.00 22.56
2003.00 11.00 20.00 14.00 31.00 206.00 60.00 23.80
2003.00 11.00 20.00 15.00 4.00 206.00 60.00 0.33
2003.00 11.00 20.00 15.00 37.00 206.00 60.00 0.85
2003.00 11.00 20.00 16.00 7.00 206.00 60.00 1.33
2003.00 11.00 20.00 16.00 20.00 206.00 60.00 1.53
2003.00 11.00 20.00 18.00 4.00 206.00 60.00 3.19
2003.00 11.00 20.00 18.00 11.00 206.00 60.00 3.30
2003.00 11.00 20.00 13.00 11.00 208.50 60.00 22.69
2003.00 11.00 20.00 13.00 13.00 208.50 60.00 22.73
2003.00 11.00 20.00 14.00 3.00 208.50 60.00 23.52
2003.00 11.00 20.00 14.00 34.00 208.50 60.00 0.02
2003.00 11.00 20.00 15.00 1.00 208.50 60.00 0.44
2003.00 11.00 20.00 15.00 37.00 208.50 60.00 1.02
2003.00 11.00 20.00 16.00 8.00 208.50 60.00 1.51
2003.00 11.00 20.00 16.00 15.00 208.50 60.00 1.62
2003.00 11.00 20.00 16.00 20.00 208.50 60.00 1.70
2003.00 11.00 20.00 18.00 4.00 208.50 60.00 3.35
2003.00 11.00 20.00 12.00 1.00 211.00 60.00 21.74
2003.00 11.00 20.00 13.00 11.00 211.00 60.00 22.86
2003.00 11.00 20.00 14.00 3.00 211.00 60.00 23.69
2003.00 11.00 20.00 15.00 1.00 211.00 60.00 0.61
2003.00 11.00 20.00 16.00 17.00 211.00 60.00 1.82
2003.00 11.00 20.00 16.00 19.00 211.00 60.00 1.85
2003.00 11.00 20.00 16.00 20.00 211.00 60.00 1.87
2003.00 11.00 20.00 12.00 1.00 213.50 60.00 21.91
2003.00 11.00 20.00 14.00 9.00 213.50 60.00 23.95
2003.00 11.00 20.00 12.00 1.00 216.00 60.00 22.08
2003.00 11.00 20.00 14.00 9.00 216.00 60.00 0.12
2003.00 11.00 20.00 15.00 2.00 218.50 60.00 1.13
2003.00 11.00 20.00 15.00 36.00 221.00 60.00 1.83
2003.00 11.00 20.00 13.00 14.00 223.50 60.00 23.74
2003.00 11.00 20.00 13.00 19.00 223.50 60.00 23.82
2003.00 11.00 20.00 15.00 34.00 223.50 60.00 1.97
2003.00 11.00 20.00 15.00 35.00 223.50 60.00 1.99
2003.00 11.00 20.00 15.00 36.00 223.50 60.00 2.00
2003.00 11.00 20.00 12.00 21.00 226.00 60.00 23.06
2003.00 11.00 20.00 13.00 19.00 226.00 60.00 23.99
2003.00 11.00 20.00 15.00 34.00 226.00 60.00 2.14
2003.00 11.00 20.00 15.00 35.00 226.00 60.00 2.15
2003.00 11.00 20.00 12.00 21.00 228.50 60.00 23.23
2003.00 11.00 20.00 13.00 19.00 228.50 60.00 0.16
2003.00 11.00 20.00 15.00 5.00 228.50 60.00 1.84
2003.00 11.00 20.00 15.00 34.00 228.50 60.00 2.30
2003.00 11.00 20.00 15.00 5.00 231.00 60.00 2.01
2003.00 11.00 20.00 9.00 33.00 233.50 60.00 20.83
2003.00 11.00 20.00 15.00 5.00 233.50 60.00 2.17
2003.00 11.00 20.00 9.00 33.00 236.00 60.00 21.00
2003.00 11.00 20.00 14.00 17.00 236.00 60.00 1.58
2003.00 11.00 20.00 14.00 18.00 236.00 60.00 1.59
2003.00 11.00 20.00 15.00 31.00 236.00 60.00 2.76
2003.00 11.00 20.00 18.00 27.00 236.00 60.00 5.55
2003.00 11.00 20.00 9.00 28.00 238.50 60.00 21.08
2003.00 11.00 20.00 9.00 29.00 238.50 60.00 21.10
2003.00 11.00 20.00 9.00 59.00 238.50 60.00 21.59
2003.00 11.00 20.00 14.00 17.00 238.50 60.00 1.75
2003.00 11.00 20.00 14.00 18.00 238.50 60.00 1.76
2003.00 11.00 20.00 15.00 31.00 238.50 60.00 2.92
2003.00 11.00 20.00 18.00 27.00 238.50 60.00 5.72
2003.00 11.00 20.00 9.00 28.00 241.00 60.00 21.25
2003.00 11.00 20.00 9.00 29.00 241.00 60.00 21.26
2003.00 11.00 20.00 9.00 59.00 241.00 60.00 21.76
2003.00 11.00 20.00 15.00 20.00 241.00 60.00 2.91
2003.00 11.00 20.00 15.00 31.00 241.00 60.00 3.09
2003.00 11.00 20.00 18.00 27.00 241.00 60.00 5.89
2003.00 11.00 20.00 9.00 28.00 243.50 60.00 21.41
2003.00 11.00 20.00 9.00 29.00 243.50 60.00 21.43
2003.00 11.00 20.00 9.00 30.00 243.50 60.00 21.45
2003.00 11.00 20.00 15.00 20.00 243.50 60.00 3.08
2003.00 11.00 20.00 18.00 27.00 243.50 60.00 6.05
2003.00 11.00 20.00 15.00 14.00 246.00 60.00 3.15
2003.00 11.00 20.00 15.00 14.00 248.50 60.00 3.32
2003.00 11.00 20.00 15.00 55.00 248.50 60.00 3.97
2003.00 11.00 20.00 9.00 32.00 251.00 60.00 21.98
2003.00 11.00 20.00 7.00 0.00 266.00 60.00 20.38
2003.00 11.00 20.00 9.00 27.00 266.00 60.00 22.90
2003.00 11.00 20.00 7.00 0.00 268.50 60.00 20.55
2003.00 11.00 20.00 9.00 29.00 268.50 60.00 23.10
2003.00 11.00 20.00 9.00 31.00 268.50 60.00 23.13
2003.00 11.00 20.00 7.00 0.00 271.00 60.00 20.71
2003.00 11.00 20.00 7.00 0.00 273.50 60.00 20.88
2003.00 11.00 20.00 7.00 0.00 276.00 60.00 21.05
2003.00 11.00 20.00 7.00 0.00 278.50 60.00 21.21
2003.00 11.00 20.00 13.00 37.00 278.50 60.00 3.78
2003.00 11.00 20.00 15.00 19.00 278.50 60.00 5.40
2003.00 11.00 20.00 7.00 0.00 281.00 60.00 21.38
2003.00 11.00 20.00 9.00 55.00 281.00 60.00 0.36
2003.00 11.00 20.00 13.00 37.00 281.00 60.00 3.94
2003.00 11.00 20.00 15.00 19.00 281.00 60.00 5.56
2003.00 11.00 20.00 7.00 0.00 283.50 60.00 21.55
2003.00 11.00 20.00 9.00 26.00 283.50 60.00 0.05
2003.00 11.00 20.00 9.00 30.00 283.50 60.00 0.11
2003.00 11.00 20.00 13.00 37.00 283.50 60.00 4.11
2003.00 11.00 20.00 14.00 16.00 283.50 60.00 4.73
2003.00 11.00 20.00 7.00 0.00 286.00 60.00 21.71
2003.00 11.00 20.00 9.00 26.00 286.00 60.00 0.21
2003.00 11.00 20.00 9.00 30.00 286.00 60.00 0.28
2003.00 11.00 20.00 13.00 37.00 286.00 60.00 4.28
2003.00 11.00 20.00 14.00 16.00 286.00 60.00 4.90
2003.00 11.00 20.00 13.00 5.00 288.50 60.00 3.93
2003.00 11.00 20.00 13.00 37.00 288.50 60.00 4.44
2003.00 11.00 20.00 14.00 16.00 288.50 60.00 5.06
2003.00 11.00 20.00 13.00 5.00 291.00 60.00 4.10
2003.00 11.00 20.00 14.00 16.00 291.00 60.00 5.23
2003.00 11.00 20.00 13.00 5.00 293.50 60.00 4.27
2003.00 11.00 20.00 13.00 5.00 296.00 60.00 4.43
2003.00 11.00 20.00 13.00 5.00 298.50 60.00 4.60
2003.00 11.00 20.00 13.00 5.00 301.00 60.00 4.77
2003.00 11.00 20.00 11.00 52.00 28.50 62.50 9.43
2003.00 11.00 20.00 18.00 44.00 96.00 62.50 20.49
2003.00 11.00 20.00 7.00 0.00 98.50 62.50 9.21
2003.00 11.00 20.00 18.00 44.00 98.50 62.50 20.66
2003.00 11.00 20.00 7.00 0.00 101.00 62.50 9.38
2003.00 11.00 20.00 18.00 43.00 101.00 62.50 20.81
2003.00 11.00 20.00 18.00 43.00 103.50 62.50 20.97
2003.00 11.00 20.00 17.00 20.00 106.00 62.50 19.82
2003.00 11.00 20.00 18.00 40.00 106.00 62.50 21.09
2003.00 11.00 20.00 18.00 44.00 106.00 62.50 21.16
2003.00 11.00 20.00 17.00 20.00 108.50 62.50 19.99
2003.00 11.00 20.00 18.00 40.00 108.50 62.50 21.26
2003.00 11.00 20.00 18.00 44.00 108.50 62.50 21.32
2003.00 11.00 20.00 19.00 6.00 108.50 62.50 21.67
2003.00 11.00 20.00 15.00 32.00 111.00 62.50 18.44
2003.00 11.00 20.00 17.00 20.00 111.00 62.50 20.15
2003.00 11.00 20.00 18.00 40.00 111.00 62.50 21.43
2003.00 11.00 20.00 19.00 6.00 111.00 62.50 21.84
2003.00 11.00 20.00 15.00 32.00 113.50 62.50 18.60
2003.00 11.00 20.00 16.00 51.00 113.50 62.50 19.86
2003.00 11.00 20.00 17.00 20.00 113.50 62.50 20.32
2003.00 11.00 20.00 18.00 40.00 113.50 62.50 21.59
2003.00 11.00 20.00 18.00 41.00 113.50 62.50 21.61
2003.00 11.00 20.00 19.00 6.00 113.50 62.50 22.01
2003.00 11.00 20.00 15.00 32.00 116.00 62.50 18.77
2003.00 11.00 20.00 15.00 44.00 116.00 62.50 18.96
2003.00 11.00 20.00 16.00 51.00 116.00 62.50 20.03
2003.00 11.00 20.00 17.00 20.00 116.00 62.50 20.49
2003.00 11.00 20.00 18.00 41.00 116.00 62.50 21.78
2003.00 11.00 20.00 18.00 46.00 116.00 62.50 21.86
2003.00 11.00 20.00 19.00 6.00 116.00 62.50 22.17
2003.00 11.00 20.00 15.00 44.00 118.50 62.50 19.13
2003.00 11.00 20.00 16.00 37.00 118.50 62.50 19.97
2003.00 11.00 20.00 16.00 51.00 118.50 62.50 20.19
2003.00 11.00 20.00 16.00 54.00 118.50 62.50 20.24
2003.00 11.00 20.00 17.00 3.00 118.50 62.50 20.38
2003.00 11.00 20.00 17.00 20.00 118.50 62.50 20.65
2003.00 11.00 20.00 18.00 41.00 118.50 62.50 21.94
2003.00 11.00 20.00 18.00 43.00 118.50 62.50 21.97
2003.00 11.00 20.00 18.00 46.00 118.50 62.50 22.02
2003.00 11.00 20.00 16.00 37.00 121.00 62.50 20.14
2003.00 11.00 20.00 16.00 38.00 121.00 62.50 20.15
2003.00 11.00 20.00 16.00 51.00 121.00 62.50 20.36
2003.00 11.00 20.00 16.00 54.00 121.00 62.50 20.41
2003.00 11.00 20.00 17.00 3.00 121.00 62.50 20.55
2003.00 11.00 20.00 17.00 20.00 121.00 62.50 20.82
2003.00 11.00 20.00 18.00 0.00 121.00 62.50 21.46
2003.00 11.00 20.00 18.00 41.00 121.00 62.50 22.11
2003.00 11.00 20.00 18.00 43.00 121.00 62.50 22.14
2003.00 11.00 20.00 18.00 46.00 121.00 62.50 22.19
2003.00 11.00 20.00 20.00 42.00 121.00 62.50 0.04
2003.00 11.00 20.00 15.00 22.00 123.50 62.50 19.11
2003.00 11.00 20.00 15.00 27.00 123.50 62.50 19.19
2003.00 11.00 20.00 16.00 37.00 123.50 62.50 20.30
2003.00 11.00 20.00 16.00 51.00 123.50 62.50 20.53
2003.00 11.00 20.00 16.00 54.00 123.50 62.50 20.57
2003.00 11.00 20.00 17.00 3.00 123.50 62.50 20.72
2003.00 11.00 20.00 17.00 7.00 123.50 62.50 20.78
2003.00 11.00 20.00 18.00 0.00 123.50 62.50 21.62
2003.00 11.00 20.00 18.00 46.00 123.50 62.50 22.36
2003.00 11.00 20.00 18.00 50.00 123.50 62.50 22.42
2003.00 11.00 20.00 18.00 59.00 123.50 62.50 22.56
2003.00 11.00 20.00 20.00 26.00 123.50 62.50 23.95
2003.00 11.00 20.00 15.00 11.00 126.00 62.50 19.10
2003.00 11.00 20.00 15.00 22.00 126.00 62.50 19.28
2003.00 11.00 20.00 15.00 27.00 126.00 62.50 19.36
2003.00 11.00 20.00 16.00 51.00 126.00 62.50 20.69
2003.00 11.00 20.00 16.00 54.00 126.00 62.50 20.74
2003.00 11.00 20.00 17.00 3.00 126.00 62.50 20.88
2003.00 11.00 20.00 17.00 11.00 126.00 62.50 21.01
2003.00 11.00 20.00 18.00 0.00 126.00 62.50 21.79
2003.00 11.00 20.00 18.00 50.00 126.00 62.50 22.59
2003.00 11.00 20.00 18.00 59.00 126.00 62.50 22.73
2003.00 11.00 20.00 19.00 2.00 126.00 62.50 22.78
2003.00 11.00 20.00 20.00 18.00 126.00 62.50 23.99
2003.00 11.00 20.00 20.00 23.00 126.00 62.50 0.07
2003.00 11.00 20.00 20.00 26.00 126.00 62.50 0.11
2003.00 11.00 20.00 20.00 37.00 126.00 62.50 0.29
2003.00 11.00 20.00 14.00 11.00 128.50 62.50 18.32
2003.00 11.00 20.00 15.00 11.00 128.50 62.50 19.27
2003.00 11.00 20.00 15.00 22.00 128.50 62.50 19.45
2003.00 11.00 20.00 16.00 29.00 128.50 62.50 20.51
2003.00 11.00 20.00 16.00 39.00 128.50 62.50 20.67
2003.00 11.00 20.00 16.00 51.00 128.50 62.50 20.86
2003.00 11.00 20.00 16.00 54.00 128.50 62.50 20.91
2003.00 11.00 20.00 17.00 1.00 128.50 62.50 21.02
2003.00 11.00 20.00 17.00 3.00 128.50 62.50 21.05
2003.00 11.00 20.00 17.00 11.00 128.50 62.50 21.18
2003.00 11.00 20.00 17.00 42.00 128.50 62.50 21.67
2003.00 11.00 20.00 18.00 50.00 128.50 62.50 22.75
2003.00 11.00 20.00 20.00 18.00 128.50 62.50 0.15
2003.00 11.00 20.00 20.00 21.00 128.50 62.50 0.20
2003.00 11.00 20.00 20.00 26.00 128.50 62.50 0.28
2003.00 11.00 20.00 14.00 11.00 131.00 62.50 18.48
2003.00 11.00 20.00 15.00 11.00 131.00 62.50 19.44
2003.00 11.00 20.00 15.00 22.00 131.00 62.50 19.61
2003.00 11.00 20.00 16.00 29.00 131.00 62.50 20.68
2003.00 11.00 20.00 16.00 39.00 131.00 62.50 20.84
2003.00 11.00 20.00 16.00 51.00 131.00 62.50 21.03
2003.00 11.00 20.00 16.00 54.00 131.00 62.50 21.07
2003.00 11.00 20.00 17.00 1.00 131.00 62.50 21.19
2003.00 11.00 20.00 17.00 3.00 131.00 62.50 21.22
2003.00 11.00 20.00 17.00 42.00 131.00 62.50 21.84
2003.00 11.00 20.00 18.00 45.00 131.00 62.50 22.84
2003.00 11.00 20.00 19.00 44.00 131.00 62.50 23.78
2003.00 11.00 20.00 20.00 18.00 131.00 62.50 0.32
2003.00 11.00 20.00 20.00 21.00 131.00 62.50 0.37
2003.00 11.00 20.00 20.00 26.00 131.00 62.50 0.45
2003.00 11.00 20.00 20.00 38.00 131.00 62.50 0.64
2003.00 11.00 20.00 20.00 39.00 131.00 62.50 0.66
2003.00 11.00 20.00 14.00 11.00 133.50 62.50 18.65
2003.00 11.00 20.00 14.00 19.00 133.50 62.50 18.78
2003.00 11.00 20.00 15.00 11.00 133.50 62.50 19.60
