# YEAR  MONTH   DAY HOUR    MINUTE  MLON    MLAT
2003.00 11.00 20.00 17.00 32.00 201.00 62.50
2003.00 11.00 20.00 17.00 35.00 201.00 62.50
2003.00 11.00 20.00 17.00 36.00 201.00 62.50
2003.00 11.00 20.00 18.00 0.00 201.00 62.50
2003.00 11.00 20.00 18.00 3.00 201.00 62.50
2003.00 11.00 20.00 18.00 4.00 201.00 62.50
2003.00 11.00 20.00 18.00 5.00 201.00 62.50
2003.00 11.00 20.00 18.00 6.00 201.00 62.50
2003.00 11.00 20.00 11.00 59.00 203.50 62.50
2003.00 11.00 20.00 13.00 11.00 203.50 62.50
2003.00 11.00 20.00 13.00 41.00 203.50 62.50
2003.00 11.00 20.00 13.00 43.00 203.50 62.50
2003.00 11.00 20.00 14.00 13.00 203.50 62.50
2003.00 11.00 20.00 14.00 16.00 203.50 62.50
2003.00 11.00 20.00 14.00 31.00 203.50 62.50
2003.00 11.00 20.00 15.00 4.00 203.50 62.50
2003.00 11.00 20.00 15.00 9.00 203.50 62.50
2003.00 11.00 20.00 15.00 11.00 203.50 62.50
2003.00 11.00 20.00 15.00 37.00 203.50 62.50
2003.00 11.00 20.00 16.00 12.00 203.50 62.50
2003.00 11.00 20.00 16.00 13.00 203.50 62.50
2003.00 11.00 20.00 16.00 38.00 203.50 62.50
2003.00 11.00 20.00 17.00 30.00 203.50 62.50
2003.00 11.00 20.00 17.00 31.00 203.50 62.50
2003.00 11.00 20.00 17.00 32.00 203.50 62.50
2003.00 11.00 20.00 17.00 35.00 203.50 62.50
2003.00 11.00 20.00 18.00 0.00 203.50 62.50
2003.00 11.00 20.00 18.00 3.00 203.50 62.50
2003.00 11.00 20.00 18.00 4.00 203.50 62.50
2003.00 11.00 20.00 18.00 5.00 203.50 62.50
2003.00 11.00 20.00 18.00 6.00 203.50 62.50
2003.00 11.00 20.00 18.00 9.00 203.50 62.50
2003.00 11.00 20.00 18.00 10.00 203.50 62.50
2003.00 11.00 20.00 18.00 11.00 203.50 62.50
2003.00 11.00 20.00 13.00 11.00 206.00 62.50
2003.00 11.00 20.00 13.00 41.00 206.00 62.50
2003.00 11.00 20.00 13.00 43.00 206.00 62.50
2003.00 11.00 20.00 14.00 6.00 206.00 62.50
2003.00 11.00 20.00 14.00 10.00 206.00 62.50
2003.00 11.00 20.00 14.00 13.00 206.00 62.50
2003.00 11.00 20.00 14.00 16.00 206.00 62.50
2003.00 11.00 20.00 14.00 31.00 206.00 62.50
2003.00 11.00 20.00 14.00 38.00 206.00 62.50
2003.00 11.00 20.00 15.00 4.00 206.00 62.50
2003.00 11.00 20.00 15.00 9.00 206.00 62.50
2003.00 11.00 20.00 15.00 11.00 206.00 62.50
2003.00 11.00 20.00 15.00 37.00 206.00 62.50
2003.00 11.00 20.00 16.00 5.00 206.00 62.50
2003.00 11.00 20.00 16.00 38.00 206.00 62.50
2003.00 11.00 20.00 17.00 35.00 206.00 62.50
2003.00 11.00 20.00 18.00 3.00 206.00 62.50
2003.00 11.00 20.00 18.00 4.00 206.00 62.50
2003.00 11.00 20.00 18.00 11.00 206.00 62.50
2003.00 11.00 20.00 11.00 58.00 208.50 62.50
2003.00 11.00 20.00 12.00 0.00 208.50 62.50
2003.00 11.00 20.00 13.00 11.00 208.50 62.50
2003.00 11.00 20.00 13.00 16.00 208.50 62.50
2003.00 11.00 20.00 13.00 41.00 208.50 62.50
2003.00 11.00 20.00 13.00 43.00 208.50 62.50
2003.00 11.00 20.00 14.00 6.00 208.50 62.50
2003.00 11.00 20.00 14.00 10.00 208.50 62.50
2003.00 11.00 20.00 14.00 13.00 208.50 62.50
2003.00 11.00 20.00 14.00 34.00 208.50 62.50
2003.00 11.00 20.00 14.00 38.00 208.50 62.50
2003.00 11.00 20.00 15.00 4.00 208.50 62.50
2003.00 11.00 20.00 15.00 9.00 208.50 62.50
2003.00 11.00 20.00 15.00 37.00 208.50 62.50
2003.00 11.00 20.00 15.00 40.00 208.50 62.50
2003.00 11.00 20.00 15.00 55.00 208.50 62.50
2003.00 11.00 20.00 16.00 38.00 208.50 62.50
2003.00 11.00 20.00 17.00 35.00 208.50 62.50
2003.00 11.00 20.00 18.00 4.00 208.50 62.50
2003.00 11.00 20.00 11.00 55.00 211.00 62.50
2003.00 11.00 20.00 11.00 58.00 211.00 62.50
2003.00 11.00 20.00 12.00 0.00 211.00 62.50
2003.00 11.00 20.00 12.00 9.00 211.00 62.50
2003.00 11.00 20.00 12.00 22.00 211.00 62.50
2003.00 11.00 20.00 13.00 13.00 211.00 62.50
2003.00 11.00 20.00 13.00 43.00 211.00 62.50
2003.00 11.00 20.00 14.00 10.00 211.00 62.50
2003.00 11.00 20.00 14.00 13.00 211.00 62.50
2003.00 11.00 20.00 14.00 34.00 211.00 62.50
2003.00 11.00 20.00 14.00 38.00 211.00 62.50
2003.00 11.00 20.00 15.00 4.00 211.00 62.50
2003.00 11.00 20.00 15.00 34.00 211.00 62.50
2003.00 11.00 20.00 16.00 38.00 211.00 62.50
2003.00 11.00 20.00 10.00 27.00 213.50 62.50
2003.00 11.00 20.00 11.00 55.00 213.50 62.50
2003.00 11.00 20.00 11.00 58.00 213.50 62.50
2003.00 11.00 20.00 12.00 0.00 213.50 62.50
2003.00 11.00 20.00 12.00 9.00 213.50 62.50
2003.00 11.00 20.00 13.00 13.00 213.50 62.50
2003.00 11.00 20.00 14.00 34.00 213.50 62.50
2003.00 11.00 20.00 16.00 40.00 213.50 62.50
2003.00 11.00 20.00 11.00 58.00 216.00 62.50
2003.00 11.00 20.00 12.00 0.00 216.00 62.50
2003.00 11.00 20.00 12.00 7.00 216.00 62.50
2003.00 11.00 20.00 13.00 15.00 216.00 62.50
2003.00 11.00 20.00 13.00 18.00 216.00 62.50
2003.00 11.00 20.00 16.00 0.00 216.00 62.50
2003.00 11.00 20.00 16.00 40.00 216.00 62.50
2003.00 11.00 20.00 17.00 46.00 216.00 62.50
2003.00 11.00 20.00 11.00 58.00 218.50 62.50
2003.00 11.00 20.00 12.00 0.00 218.50 62.50
2003.00 11.00 20.00 12.00 7.00 218.50 62.50
2003.00 11.00 20.00 13.00 18.00 218.50 62.50
2003.00 11.00 20.00 13.00 45.00 218.50 62.50
2003.00 11.00 20.00 17.00 46.00 218.50 62.50
2003.00 11.00 20.00 11.00 40.00 221.00 62.50
2003.00 11.00 20.00 12.00 0.00 221.00 62.50
2003.00 11.00 20.00 13.00 18.00 221.00 62.50
2003.00 11.00 20.00 15.00 31.00 221.00 62.50
2003.00 11.00 20.00 11.00 30.00 223.50 62.50
2003.00 11.00 20.00 11.00 40.00 223.50 62.50
2003.00 11.00 20.00 12.00 0.00 223.50 62.50
2003.00 11.00 20.00 12.00 3.00 223.50 62.50
2003.00 11.00 20.00 12.00 14.00 223.50 62.50
2003.00 11.00 20.00 15.00 19.00 223.50 62.50
2003.00 11.00 20.00 15.00 33.00 223.50 62.50
2003.00 11.00 20.00 15.00 35.00 223.50 62.50
2003.00 11.00 20.00 15.00 36.00 223.50 62.50
2003.00 11.00 20.00 15.00 42.00 223.50 62.50
2003.00 11.00 20.00 11.00 30.00 226.00 62.50
2003.00 11.00 20.00 12.00 0.00 226.00 62.50
2003.00 11.00 20.00 12.00 2.00 226.00 62.50
2003.00 11.00 20.00 12.00 3.00 226.00 62.50
2003.00 11.00 20.00 12.00 14.00 226.00 62.50
2003.00 11.00 20.00 12.00 21.00 226.00 62.50
2003.00 11.00 20.00 13.00 19.00 226.00 62.50
2003.00 11.00 20.00 15.00 19.00 226.00 62.50
2003.00 11.00 20.00 15.00 20.00 226.00 62.50
2003.00 11.00 20.00 15.00 33.00 226.00 62.50
2003.00 11.00 20.00 15.00 34.00 226.00 62.50
2003.00 11.00 20.00 15.00 35.00 226.00 62.50
2003.00 11.00 20.00 15.00 36.00 226.00 62.50
2003.00 11.00 20.00 15.00 42.00 226.00 62.50
2003.00 11.00 20.00 11.00 30.00 228.50 62.50
2003.00 11.00 20.00 11.00 33.00 228.50 62.50
2003.00 11.00 20.00 12.00 0.00 228.50 62.50
2003.00 11.00 20.00 12.00 21.00 228.50 62.50
2003.00 11.00 20.00 13.00 19.00 228.50 62.50
2003.00 11.00 20.00 15.00 19.00 228.50 62.50
2003.00 11.00 20.00 15.00 20.00 228.50 62.50
2003.00 11.00 20.00 15.00 33.00 228.50 62.50
2003.00 11.00 20.00 15.00 34.00 228.50 62.50
2003.00 11.00 20.00 15.00 35.00 228.50 62.50
2003.00 11.00 20.00 15.00 36.00 228.50 62.50
2003.00 11.00 20.00 12.00 21.00 231.00 62.50
2003.00 11.00 20.00 15.00 5.00 231.00 62.50
2003.00 11.00 20.00 15.00 19.00 231.00 62.50
2003.00 11.00 20.00 15.00 20.00 231.00 62.50
2003.00 11.00 20.00 15.00 33.00 231.00 62.50
2003.00 11.00 20.00 15.00 34.00 231.00 62.50
2003.00 11.00 20.00 15.00 35.00 231.00 62.50
2003.00 11.00 20.00 15.00 36.00 231.00 62.50
2003.00 11.00 20.00 9.00 54.00 233.50 62.50
2003.00 11.00 20.00 12.00 21.00 233.50 62.50
2003.00 11.00 20.00 12.00 46.00 233.50 62.50
2003.00 11.00 20.00 15.00 5.00 233.50 62.50
2003.00 11.00 20.00 15.00 33.00 233.50 62.50
2003.00 11.00 20.00 15.00 35.00 233.50 62.50
2003.00 11.00 20.00 9.00 51.00 236.00 62.50
2003.00 11.00 20.00 9.00 54.00 236.00 62.50
2003.00 11.00 20.00 10.00 41.00 236.00 62.50
2003.00 11.00 20.00 12.00 20.00 236.00 62.50
2003.00 11.00 20.00 12.00 21.00 236.00 62.50
2003.00 11.00 20.00 15.00 5.00 236.00 62.50
2003.00 11.00 20.00 15.00 14.00 236.00 62.50
2003.00 11.00 20.00 9.00 51.00 238.50 62.50
2003.00 11.00 20.00 9.00 54.00 238.50 62.50
2003.00 11.00 20.00 10.00 41.00 238.50 62.50
2003.00 11.00 20.00 12.00 21.00 238.50 62.50
2003.00 11.00 20.00 15.00 5.00 238.50 62.50
2003.00 11.00 20.00 15.00 14.00 238.50 62.50
2003.00 11.00 20.00 15.00 31.00 238.50 62.50
2003.00 11.00 20.00 9.00 28.00 241.00 62.50
2003.00 11.00 20.00 9.00 51.00 241.00 62.50
2003.00 11.00 20.00 12.00 33.00 241.00 62.50
2003.00 11.00 20.00 12.00 37.00 241.00 62.50
2003.00 11.00 20.00 14.00 17.00 241.00 62.50
2003.00 11.00 20.00 15.00 11.00 241.00 62.50
2003.00 11.00 20.00 15.00 31.00 241.00 62.50
2003.00 11.00 20.00 15.00 55.00 241.00 62.50
2003.00 11.00 20.00 9.00 28.00 243.50 62.50
2003.00 11.00 20.00 9.00 29.00 243.50 62.50
2003.00 11.00 20.00 12.00 33.00 243.50 62.50
2003.00 11.00 20.00 12.00 37.00 243.50 62.50
2003.00 11.00 20.00 14.00 17.00 243.50 62.50
2003.00 11.00 20.00 14.00 18.00 243.50 62.50
2003.00 11.00 20.00 15.00 11.00 243.50 62.50
2003.00 11.00 20.00 15.00 31.00 243.50 62.50
2003.00 11.00 20.00 15.00 55.00 243.50 62.50
2003.00 11.00 20.00 9.00 28.00 246.00 62.50
2003.00 11.00 20.00 9.00 29.00 246.00 62.50
2003.00 11.00 20.00 9.00 30.00 246.00 62.50
2003.00 11.00 20.00 9.00 56.00 246.00 62.50
2003.00 11.00 20.00 10.00 11.00 246.00 62.50
2003.00 11.00 20.00 14.00 17.00 246.00 62.50
2003.00 11.00 20.00 15.00 55.00 246.00 62.50
2003.00 11.00 20.00 9.00 28.00 248.50 62.50
2003.00 11.00 20.00 9.00 29.00 248.50 62.50
2003.00 11.00 20.00 9.00 30.00 248.50 62.50
2003.00 11.00 20.00 9.00 58.00 248.50 62.50
2003.00 11.00 20.00 10.00 11.00 248.50 62.50
2003.00 11.00 20.00 14.00 17.00 248.50 62.50
2003.00 11.00 20.00 9.00 28.00 251.00 62.50
2003.00 11.00 20.00 9.00 29.00 251.00 62.50
2003.00 11.00 20.00 9.00 30.00 251.00 62.50
2003.00 11.00 20.00 9.00 58.00 251.00 62.50
2003.00 11.00 20.00 10.00 8.00 251.00 62.50
2003.00 11.00 20.00 10.00 11.00 251.00 62.50
2003.00 11.00 20.00 12.00 51.00 251.00 62.50
2003.00 11.00 20.00 14.00 17.00 251.00 62.50
2003.00 11.00 20.00 15.00 19.00 251.00 62.50
2003.00 11.00 20.00 9.00 28.00 253.50 62.50
2003.00 11.00 20.00 9.00 30.00 253.50 62.50
2003.00 11.00 20.00 9.00 58.00 253.50 62.50
2003.00 11.00 20.00 10.00 8.00 253.50 62.50
2003.00 11.00 20.00 12.00 51.00 253.50 62.50
2003.00 11.00 20.00 14.00 17.00 253.50 62.50
2003.00 11.00 20.00 7.00 0.00 256.00 62.50
2003.00 11.00 20.00 9.00 58.00 256.00 62.50
2003.00 11.00 20.00 9.00 59.00 256.00 62.50
2003.00 11.00 20.00 10.00 8.00 256.00 62.50
2003.00 11.00 20.00 12.00 51.00 256.00 62.50
2003.00 11.00 20.00 13.00 0.00 256.00 62.50
2003.00 11.00 20.00 14.00 17.00 256.00 62.50
2003.00 11.00 20.00 7.00 0.00 258.50 62.50
2003.00 11.00 20.00 12.00 51.00 258.50 62.50
2003.00 11.00 20.00 13.00 0.00 258.50 62.50
2003.00 11.00 20.00 7.00 0.00 261.00 62.50
2003.00 11.00 20.00 10.00 4.00 261.00 62.50
2003.00 11.00 20.00 7.00 0.00 263.50 62.50
2003.00 11.00 20.00 9.00 29.00 263.50 62.50
2003.00 11.00 20.00 9.00 50.00 263.50 62.50
2003.00 11.00 20.00 7.00 0.00 266.00 62.50
2003.00 11.00 20.00 9.00 29.00 266.00 62.50
2003.00 11.00 20.00 9.00 31.00 266.00 62.50
2003.00 11.00 20.00 9.00 32.00 266.00 62.50
2003.00 11.00 20.00 9.00 50.00 266.00 62.50
2003.00 11.00 20.00 7.00 0.00 268.50 62.50
2003.00 11.00 20.00 9.00 29.00 268.50 62.50
2003.00 11.00 20.00 9.00 30.00 268.50 62.50
2003.00 11.00 20.00 9.00 32.00 268.50 62.50
2003.00 11.00 20.00 9.00 35.00 268.50 62.50
2003.00 11.00 20.00 10.00 8.00 268.50 62.50
2003.00 11.00 20.00 7.00 0.00 271.00 62.50
2003.00 11.00 20.00 9.00 29.00 271.00 62.50
2003.00 11.00 20.00 9.00 30.00 271.00 62.50
2003.00 11.00 20.00 9.00 32.00 271.00 62.50
2003.00 11.00 20.00 9.00 35.00 271.00 62.50
2003.00 11.00 20.00 13.00 37.00 271.00 62.50
2003.00 11.00 20.00 7.00 0.00 273.50 62.50
2003.00 11.00 20.00 9.00 34.00 273.50 62.50
2003.00 11.00 20.00 13.00 37.00 273.50 62.50
2003.00 11.00 20.00 13.00 37.00 276.00 62.50
2003.00 11.00 20.00 9.00 26.00 278.50 62.50
2003.00 11.00 20.00 13.00 37.00 278.50 62.50
2003.00 11.00 20.00 14.00 16.00 278.50 62.50
2003.00 11.00 20.00 9.00 26.00 281.00 62.50
2003.00 11.00 20.00 13.00 37.00 281.00 62.50
2003.00 11.00 20.00 14.00 16.00 281.00 62.50
2003.00 11.00 20.00 9.00 26.00 283.50 62.50
2003.00 11.00 20.00 13.00 5.00 283.50 62.50
2003.00 11.00 20.00 14.00 16.00 283.50 62.50
2003.00 11.00 20.00 13.00 5.00 286.00 62.50
2003.00 11.00 20.00 13.00 5.00 288.50 62.50
2003.00 11.00 20.00 9.00 33.00 291.00 62.50
2003.00 11.00 20.00 13.00 5.00 291.00 62.50
2003.00 11.00 20.00 8.00 40.00 293.50 62.50
2003.00 11.00 20.00 9.00 27.00 293.50 62.50
2003.00 11.00 20.00 9.00 29.00 293.50 62.50
2003.00 11.00 20.00 9.00 33.00 293.50 62.50
2003.00 11.00 20.00 13.00 5.00 293.50 62.50
2003.00 11.00 20.00 9.00 27.00 296.00 62.50
2003.00 11.00 20.00 9.00 30.00 296.00 62.50
2003.00 11.00 20.00 9.00 31.00 296.00 62.50
2003.00 11.00 20.00 9.00 31.00 298.50 62.50
2003.00 11.00 20.00 10.00 42.00 16.00 65.00
2003.00 11.00 20.00 10.00 42.00 18.50 65.00
2003.00 11.00 20.00 12.00 4.00 21.00 65.00
2003.00 11.00 20.00 11.00 56.00 23.50 65.00
2003.00 11.00 20.00 12.00 4.00 23.50 65.00
2003.00 11.00 20.00 11.00 56.00 26.00 65.00
2003.00 11.00 20.00 11.00 56.00 28.50 65.00
2003.00 11.00 20.00 11.00 52.00 31.00 65.00
2003.00 11.00 20.00 11.00 52.00 33.50 65.00
2003.00 11.00 20.00 13.00 30.00 41.00 65.00
2003.00 11.00 20.00 16.00 21.00 86.00 65.00
2003.00 11.00 20.00 16.00 52.00 86.00 65.00
2003.00 11.00 20.00 17.00 31.00 86.00 65.00
2003.00 11.00 20.00 16.00 21.00 88.50 65.00
2003.00 11.00 20.00 16.00 52.00 88.50 65.00
2003.00 11.00 20.00 17.00 31.00 88.50 65.00
2003.00 11.00 20.00 16.00 52.00 91.00 65.00
2003.00 11.00 20.00 16.00 55.00 91.00 65.00
2003.00 11.00 20.00 17.00 31.00 91.00 65.00
2003.00 11.00 20.00 16.00 52.00 93.50 65.00
2003.00 11.00 20.00 16.00 55.00 93.50 65.00
2003.00 11.00 20.00 17.00 31.00 93.50 65.00
2003.00 11.00 20.00 16.00 52.00 96.00 65.00
2003.00 11.00 20.00 18.00 44.00 96.00 65.00
2003.00 11.00 20.00 18.00 45.00 96.00 65.00
2003.00 11.00 20.00 16.00 52.00 98.50 65.00
2003.00 11.00 20.00 18.00 44.00 98.50 65.00
2003.00 11.00 20.00 18.00 45.00 98.50 65.00
2003.00 11.00 20.00 16.00 56.00 101.00 65.00
2003.00 11.00 20.00 18.00 44.00 101.00 65.00
2003.00 11.00 20.00 16.00 56.00 103.50 65.00
2003.00 11.00 20.00 17.00 11.00 103.50 65.00
2003.00 11.00 20.00 18.00 43.00 103.50 65.00
2003.00 11.00 20.00 18.00 44.00 103.50 65.00
2003.00 11.00 20.00 18.00 45.00 103.50 65.00
2003.00 11.00 20.00 16.00 56.00 106.00 65.00
2003.00 11.00 20.00 17.00 8.00 106.00 65.00
2003.00 11.00 20.00 17.00 11.00 106.00 65.00
2003.00 11.00 20.00 18.00 43.00 106.00 65.00
2003.00 11.00 20.00 15.00 17.00 108.50 65.00
2003.00 11.00 20.00 16.00 56.00 108.50 65.00
2003.00 11.00 20.00 17.00 5.00 108.50 65.00
2003.00 11.00 20.00 17.00 8.00 108.50 65.00
2003.00 11.00 20.00 17.00 11.00 108.50 65.00
2003.00 11.00 20.00 17.00 20.00 108.50 65.00
2003.00 11.00 20.00 18.00 43.00 108.50 65.00
2003.00 11.00 20.00 18.00 44.00 108.50 65.00
2003.00 11.00 20.00 19.00 6.00 108.50 65.00
2003.00 11.00 20.00 19.00 10.00 108.50 65.00
2003.00 11.00 20.00 15.00 17.00 111.00 65.00
2003.00 11.00 20.00 15.00 26.00 111.00 65.00
2003.00 11.00 20.00 16.00 56.00 111.00 65.00
2003.00 11.00 20.00 17.00 5.00 111.00 65.00
2003.00 11.00 20.00 17.00 8.00 111.00 65.00
2003.00 11.00 20.00 17.00 11.00 111.00 65.00
2003.00 11.00 20.00 17.00 20.00 111.00 65.00
2003.00 11.00 20.00 18.00 39.00 111.00 65.00
2003.00 11.00 20.00 18.00 43.00 111.00 65.00
2003.00 11.00 20.00 18.00 44.00 111.00 65.00
2003.00 11.00 20.00 19.00 5.00 111.00 65.00
2003.00 11.00 20.00 19.00 6.00 111.00 65.00
2003.00 11.00 20.00 19.00 10.00 111.00 65.00
2003.00 11.00 20.00 15.00 26.00 113.50 65.00
2003.00 11.00 20.00 15.00 32.00 113.50 65.00
2003.00 11.00 20.00 16.00 22.00 113.50 65.00
2003.00 11.00 20.00 16.00 51.00 113.50 65.00
2003.00 11.00 20.00 16.00 56.00 113.50 65.00
2003.00 11.00 20.00 17.00 2.00 113.50 65.00
2003.00 11.00 20.00 17.00 5.00 113.50 65.00
2003.00 11.00 20.00 17.00 6.00 113.50 65.00
2003.00 11.00 20.00 17.00 8.00 113.50 65.00
2003.00 11.00 20.00 17.00 11.00 113.50 65.00
2003.00 11.00 20.00 17.00 20.00 113.50 65.00
2003.00 11.00 20.00 18.00 39.00 113.50 65.00
2003.00 11.00 20.00 18.00 43.00 113.50 65.00
2003.00 11.00 20.00 18.00 48.00 113.50 65.00
2003.00 11.00 20.00 19.00 5.00 113.50 65.00
2003.00 11.00 20.00 19.00 8.00 113.50 65.00
2003.00 11.00 20.00 15.00 26.00 116.00 65.00
2003.00 11.00 20.00 15.00 28.00 116.00 65.00
2003.00 11.00 20.00 15.00 32.00 116.00 65.00
2003.00 11.00 20.00 16.00 22.00 116.00 65.00
2003.00 11.00 20.00 16.00 38.00 116.00 65.00
2003.00 11.00 20.00 16.00 51.00 116.00 65.00
2003.00 11.00 20.00 16.00 56.00 116.00 65.00
2003.00 11.00 20.00 17.00 2.00 116.00 65.00
2003.00 11.00 20.00 17.00 5.00 116.00 65.00
2003.00 11.00 20.00 17.00 6.00 116.00 65.00
2003.00 11.00 20.00 17.00 10.00 116.00 65.00
2003.00 11.00 20.00 17.00 11.00 116.00 65.00
2003.00 11.00 20.00 17.00 20.00 116.00 65.00
2003.00 11.00 20.00 17.00 23.00 116.00 65.00
2003.00 11.00 20.00 18.00 39.00 116.00 65.00
2003.00 11.00 20.00 18.00 48.00 116.00 65.00
2003.00 11.00 20.00 19.00 5.00 116.00 65.00
2003.00 11.00 20.00 15.00 26.00 118.50 65.00
2003.00 11.00 20.00 15.00 32.00 118.50 65.00
2003.00 11.00 20.00 15.00 40.00 118.50 65.00
2003.00 11.00 20.00 16.00 22.00 118.50 65.00
2003.00 11.00 20.00 16.00 38.00 118.50 65.00
2003.00 11.00 20.00 16.00 51.00 118.50 65.00
2003.00 11.00 20.00 16.00 56.00 118.50 65.00
2003.00 11.00 20.00 17.00 2.00 118.50 65.00
2003.00 11.00 20.00 17.00 5.00 118.50 65.00
2003.00 11.00 20.00 17.00 6.00 118.50 65.00
2003.00 11.00 20.00 17.00 10.00 118.50 65.00
2003.00 11.00 20.00 17.00 11.00 118.50 65.00
2003.00 11.00 20.00 17.00 23.00 118.50 65.00
2003.00 11.00 20.00 18.00 39.00 118.50 65.00
2003.00 11.00 20.00 18.00 41.00 118.50 65.00
2003.00 11.00 20.00 18.00 48.00 118.50 65.00
2003.00 11.00 20.00 15.00 32.00 121.00 65.00
2003.00 11.00 20.00 15.00 40.00 121.00 65.00
2003.00 11.00 20.00 15.00 44.00 121.00 65.00
2003.00 11.00 20.00 16.00 22.00 121.00 65.00
2003.00 11.00 20.00 16.00 51.00 121.00 65.00
2003.00 11.00 20.00 16.00 56.00 121.00 65.00
2003.00 11.00 20.00 17.00 2.00 121.00 65.00
2003.00 11.00 20.00 17.00 5.00 121.00 65.00
2003.00 11.00 20.00 17.00 6.00 121.00 65.00
2003.00 11.00 20.00 17.00 10.00 121.00 65.00
2003.00 11.00 20.00 17.00 11.00 121.00 65.00
2003.00 11.00 20.00 17.00 23.00 121.00 65.00
2003.00 11.00 20.00 18.00 39.00 121.00 65.00
2003.00 11.00 20.00 18.00 41.00 121.00 65.00
2003.00 11.00 20.00 18.00 43.00 121.00 65.00
2003.00 11.00 20.00 18.00 57.00 121.00 65.00
2003.00 11.00 20.00 15.00 32.00 123.50 65.00
2003.00 11.00 20.00 15.00 44.00 123.50 65.00
2003.00 11.00 20.00 16.00 51.00 123.50 65.00
2003.00 11.00 20.00 17.00 1.00 123.50 65.00
2003.00 11.00 20.00 17.00 2.00 123.50 65.00
2003.00 11.00 20.00 17.00 5.00 123.50 65.00
2003.00 11.00 20.00 17.00 10.00 123.50 65.00
2003.00 11.00 20.00 17.00 11.00 123.50 65.00
2003.00 11.00 20.00 17.00 23.00 123.50 65.00
2003.00 11.00 20.00 18.00 41.00 123.50 65.00
2003.00 11.00 20.00 18.00 43.00 123.50 65.00
2003.00 11.00 20.00 18.00 45.00 123.50 65.00
2003.00 11.00 20.00 18.00 57.00 123.50 65.00
2003.00 11.00 20.00 15.00 23.00 126.00 65.00
2003.00 11.00 20.00 15.00 32.00 126.00 65.00
2003.00 11.00 20.00 15.00 44.00 126.00 65.00
2003.00 11.00 20.00 16.00 29.00 126.00 65.00
2003.00 11.00 20.00 16.00 51.00 126.00 65.00
2003.00 11.00 20.00 17.00 1.00 126.00 65.00
2003.00 11.00 20.00 17.00 2.00 126.00 65.00
2003.00 11.00 20.00 17.00 5.00 126.00 65.00
2003.00 11.00 20.00 17.00 10.00 126.00 65.00
2003.00 11.00 20.00 17.00 23.00 126.00 65.00
2003.00 11.00 20.00 17.00 53.00 126.00 65.00
2003.00 11.00 20.00 18.00 41.00 126.00 65.00
2003.00 11.00 20.00 18.00 45.00 126.00 65.00
2003.00 11.00 20.00 18.00 57.00 126.00 65.00
2003.00 11.00 20.00 18.00 59.00 126.00 65.00
2003.00 11.00 20.00 20.00 26.00 126.00 65.00
2003.00 11.00 20.00 20.00 42.00 126.00 65.00
2003.00 11.00 20.00 15.00 23.00 128.50 65.00
2003.00 11.00 20.00 15.00 32.00 128.50 65.00
2003.00 11.00 20.00 15.00 44.00 128.50 65.00
2003.00 11.00 20.00 15.00 50.00 128.50 65.00
2003.00 11.00 20.00 16.00 29.00 128.50 65.00
2003.00 11.00 20.00 16.00 36.00 128.50 65.00
2003.00 11.00 20.00 17.00 1.00 128.50 65.00
2003.00 11.00 20.00 17.00 5.00 128.50 65.00
2003.00 11.00 20.00 17.00 10.00 128.50 65.00
2003.00 11.00 20.00 17.00 12.00 128.50 65.00
2003.00 11.00 20.00 17.00 23.00 128.50 65.00
2003.00 11.00 20.00 17.00 34.00 128.50 65.00
2003.00 11.00 20.00 17.00 41.00 128.50 65.00
2003.00 11.00 20.00 17.00 48.00 128.50 65.00
2003.00 11.00 20.00 17.00 53.00 128.50 65.00
2003.00 11.00 20.00 18.00 41.00 128.50 65.00
2003.00 11.00 20.00 18.00 45.00 128.50 65.00
2003.00 11.00 20.00 18.00 49.00 128.50 65.00
2003.00 11.00 20.00 18.00 57.00 128.50 65.00
2003.00 11.00 20.00 18.00 59.00 128.50 65.00
2003.00 11.00 20.00 20.00 19.00 128.50 65.00
2003.00 11.00 20.00 20.00 26.00 128.50 65.00
2003.00 11.00 20.00 15.00 11.00 131.00 65.00
2003.00 11.00 20.00 15.00 32.00 131.00 65.00
2003.00 11.00 20.00 15.00 34.00 131.00 65.00
2003.00 11.00 20.00 15.00 35.00 131.00 65.00
2003.00 11.00 20.00 15.00 44.00 131.00 65.00
2003.00 11.00 20.00 15.00 50.00 131.00 65.00
2003.00 11.00 20.00 15.00 54.00 131.00 65.00
2003.00 11.00 20.00 16.00 13.00 131.00 65.00
2003.00 11.00 20.00 16.00 24.00 131.00 65.00
2003.00 11.00 20.00 16.00 29.00 131.00 65.00
2003.00 11.00 20.00 16.00 36.00 131.00 65.00
2003.00 11.00 20.00 17.00 1.00 131.00 65.00
2003.00 11.00 20.00 17.00 5.00 131.00 65.00
2003.00 11.00 20.00 17.00 10.00 131.00 65.00
2003.00 11.00 20.00 17.00 12.00 131.00 65.00
2003.00 11.00 20.00 17.00 23.00 131.00 65.00
2003.00 11.00 20.00 17.00 34.00 131.00 65.00
2003.00 11.00 20.00 17.00 41.00 131.00 65.00
2003.00 11.00 20.00 17.00 48.00 131.00 65.00
2003.00 11.00 20.00 17.00 53.00 131.00 65.00
2003.00 11.00 20.00 18.00 41.00 131.00 65.00
2003.00 11.00 20.00 18.00 45.00 131.00 65.00
2003.00 11.00 20.00 18.00 49.00 131.00 65.00
2003.00 11.00 20.00 18.00 57.00 131.00 65.00
